DisNo.,Disaster Subgroup,Disaster Type,Disaster Subtype,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Total Damage ('000 US$)
2006-0180-USA,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Amador, Calaveras, Fresno, Merced, San Joaquin, San Mateo, Stanislau districts (California province)",Heavy rains,"Broken Dam/Burst bank|Slide (land, mud, snow, rock)",,44110,Km2,37.69,-99.99,2006,4,4,2006,4,17,1,,600,,600,259000
2006-0182-USA,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,Kauai district (Hawaii province),Heavy rain,"Broken Dam/Burst bank|Slide (land, mud, snow, rock)",,585,Km2,22.15,-99.99,2006,3,14,2006,3,23,7,,,,,12000
2006-0203-CAN,Hydrological,Flood,Riverine flood,,CAN,Canada,Northern America,Americas,"Baie Verte, Middle Arm, Smith's Harbour, Burlington cities (Division No.8 district, Newfoundland and Labrador province)",Heavy rain,,,730,Km2,49.72,-56.05,2006,4,18,2006,4,24,,,200,,200,
2006-0206-CAN,Hydrological,Flood,Riverine flood,,CAN,Canada,Northern America,Americas,"Red Earth First Nation, Porcupine Plain cities (Division No.14 district, Saskatchewan province), Fishing Lake (Division No.10 district, Saskatchewan province)",Heavy rain,,,63270,Km2,53.54,-99.99,2006,4,12,2006,4,20,,,1000,,1000,
2006-0207-IND,Hydrological,Flood,Flash flood,,IND,India,Southern Asia,Asia,"Adilabad, Hyderabad, Karimnagar, Khammam, Mahbubnagar, Medak, Nalgonda, Nizamabad, Rangareddi, Warangal, Srikakulam, Krishna districts (Andhra Pradesh province)",Heavy rain,,,190900,Km2,17.43,82.81,2006,4,15,2006,4,18,20,,,,,
2006-0224-CAN,Hydrological,Flood,Riverine flood,,CAN,Canada,Northern America,Americas,"Fort Albany city (Cochrane district, Ontario province)",Snowmelt,Broken Dam/Burst bank,,7030,Km2,52.53,-82.09,2006,4,22,2006,5,31,,,2000,,2000,
2006-0237-IND,Meteorological,Extreme temperature,Heat wave,,IND,India,Southern Asia,Asia,"Uttar Pradesh, Orissa, Punjab, Delhi provinces",,,,,°C,,,2006,5,,2006,5,,47,,,,,
2006-0257-USA,Meteorological,Storm,Lightning/Thunderstorms,,USA,United States of America,Northern America,Americas,"Tarrant, Bexar districts (Texas province)",,Hail,,,Kph,,,2006,5,1,2006,5,7,1,,600,,600,450000
2006-0260-USA,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"New Hampshire, Maine, Massachusetts provinces",Heavy rains,Rain,,42910,Km2,43.16,-70.79,2006,5,11,2006,5,22,2,,2500,,2500,85000
2006-0261-CAN,Hydrological,Flood,Riverine flood,,CAN,Canada,Northern America,Americas,"Aklavik city (Region 1 district, Northwest Territories province)",Snowmelt,,,3210,Km2,67.93,-99.99,2006,5,26,2006,6,2,,,300,,300,
2006-0262-IND,Hydrological,Flood,Riverine flood,,IND,India,Southern Asia,Asia,"Assam, Tripura provinces",Monsoonal rain,,,47020,Km2,26.6,94.02,2006,5,31,2006,7,24,21,,504000,,504000,
2006-0263-IND,Hydrological,Flood,Riverine flood,,IND,India,Southern Asia,Asia,Kerala province,Monsoonal rain,,,42690,Km2,10.54,76.05,2006,5,25,2006,6,2,32,,10800,,10800,
2006-0265-IND,Hydrological,Flood,Riverine flood,,IND,India,Southern Asia,Asia,"Maharashtra, Gujarat provinces",Monsoonal rain,,,395400,Km2,18.73,75.23,2006,5,31,2006,6,4,41,,,,,
2006-0269-CAN,Hydrological,Flood,Riverine flood,,CAN,Canada,Northern America,Americas,"Grand Forks city (Kootenay Boundary district, British Columbia province), Nelson city (Central Kootenay district, British Columbia province), Penticton city (Okanagan-Similkameen district, British Columbia province)",Rains and snowmelt,,,,Km2,50.13,-99.99,2006,5,20,2006,5,28,1,,400,,400,
2006-0341-USA,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Maryland, Pennsylvania, New York, Delaware, Virginia, New Jersey provinces","Heavy rain, thunderstoms","Slide (land, mud, snow, rock)",,122600,Km2,40.41,-75.78,2006,6,25,2006,7,1,11,,65000,,65000,1000000
2006-0342-IND,Hydrological,Flood,Riverine flood,,IND,India,Southern Asia,Asia,"Ballia, Chandauli districts (Uttar Pradesh province)",Monsoonal rain,,,13110,Km2,25.62,83.67,2006,6,24,2006,6,27,130,,300000,,300000,
2006-0344-USA,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Huron, Erie, Crawford, Lucas, Sandusky districts (Ohio province)",Severe storms,,,6780,Km2,41.41,-86.91,2006,6,22,2006,6,25,2,,2400,,2400,7000
2006-0369-IND,Hydrological,Flood,Riverine flood,,IND,India,Southern Asia,Asia,"Navsari, The Dangs districts (Gujarat)",Heavy rain,,,170100,Km2,22.41,71.31,2006,7,4,2006,7,7,24,,8400,,8400,
2006-0370-IND,Hydrological,Flood,Riverine flood,,IND,India,Southern Asia,Asia,"Gajapati, Rayagada districts (Orissa province)",Monsoonal rain,"Slide (land, mud, snow, rock)",,31360,Km2,19.17,83.65,2006,7,3,2006,7,8,33,,,,,
2006-0374-USA,Climatological,Wildfire,Wildfire (General),,USA,United States of America,Northern America,Americas,California province,,,,350,Km2,,,2006,7,9,2006,7,14,1,17,,150,167,16000
2006-0387-USA,Meteorological,Extreme temperature,Heat wave,,USA,United States of America,Northern America,Americas,"Modesto city (Stanislaus district, California province)",,,,50,°C,,,2006,7,14,2006,8,15,164,,,,,
2006-0389-IND,Hydrological,Flood,Riverine flood,,IND,India,Southern Asia,Asia,Jammu and Kashmir provinces,Monsoonal rain,,,,Km2,34.61,73.2,2006,7,24,2006,8,22,15,,800,,800,
2006-0413-USA,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,El Paso district (Texas province),Heavy rain,,,3610,Km2,31.76,-106.39,2006,7,27,2006,8,7,,,,,,100000
2006-0417-IND,Hydrological,Flood,Riverine flood,,IND,India,Southern Asia,Asia,"Andhra Pradesh, Gujarat, Maharashtra, Chhattisgarh, Rajasthan, Madhya Pradesh, Orissa, Karnataka provinces",Monsoonal rain,"Slide (land, mud, snow, rock)",4474,165400,Km2,20.19,73.82,2006,7,28,2006,9,12,350,65,,4000000,4000065,3390000
2006-0418-USA,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,Lake district (Ohio province),Heavy rain,,,4720,Km2,41.52,-81.09,2006,7,27,2006,7,30,1,,600,,600,
2006-0427-USA,Meteorological,Extreme temperature,Heat wave,,USA,United States of America,Northern America,Americas,New York province,,,,44,°C,,,2006,7,30,2006,8,6,24,,,,,
2006-0443-IND,Hydrological,Flood,Riverine flood,,IND,India,Southern Asia,Asia,Gujarat province,Monsoonal rain,,,,Km2,,,2006,8,,2006,8,,,,50000,,50000,
2006-0461-USA,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,Alaska province,Heavy rain,,,95940,Km2,62.45,-99.99,2006,8,19,2006,8,24,,,150,,150,15500
2006-0466-USA,Meteorological,Storm,Tropical cyclone,Ernesto,USA,United States of America,Northern America,Americas,"South Carolina, North Carolina, Virginia provinces",,Flood,,119,Kph,34.74,-77.87,2006,8,2,2006,9,7,6,,140,,140,32860
2006-0469-IND,Hydrological,Flood,Riverine flood,,IND,India,Southern Asia,Asia,"Barmer, Jaisalmer, Kota, Udaipur districts (Rajasthan province)",Monsoonal rain,,,,Km2,,,2006,8,18,2006,9,2,135,,20000,,20000,
2006-0510-IND,Meteorological,Storm,Tropical cyclone,,IND,India,Southern Asia,Asia,"Andhra Pradesh, West Bengal, Bihar provinces",Monsoonal rain,Flood,,,Kph,19.73,83.75,2006,9,18,2006,10,5,114,300,,150000,150300,
2006-0546-USA,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Mercer, Jessamine, Franklin, Calloway, Montgomery districts (Kentucky province), Sharp, Clay, Fulton, Randolph, Lawrence districts (Arkansas province), Obion district (Tennessee province), Missouri, Indiana, Illinois provinces",Heavy rain,Rain,,146000,Km2,37.21,-87.62,2006,9,22,2006,9,26,14,10,1200,,1210,
2006-0548-IND,Hydrological,Flood,Flash flood,,IND,India,Southern Asia,Asia,Jammu and Kashmir provinces,Monsoonal rai,"Slide (land, mud, snow, rock)",,,Km2,32.89,73.88,2006,8,31,2006,9,11,19,,15000,,15000,
2006-0549-IND,Hydrological,Flood,Riverine flood,,IND,India,Southern Asia,Asia,"Balrampur, Bahraich, Lakhimpur Kheri, Shravasti, Gonda, Bara Banki districts (Uttar Pradesh province)",Monsoonal rain,,,32700,Km2,27.59,81.52,2006,8,29,2006,9,4,42,,100000,,100000,
2006-0566-USA,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Prince William Sound area (Valdez-Cordova district, Alaska province)",Heavy rain,,,51560,Km2,60.88,-145.99,2006,10,9,2006,10,14,,,100,,100,
2006-0576-USA,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,USA,United States of America,Northern America,Americas,"Riverside, Palm Springs cities (Riverside district, California province), San Diego district (California province)",,,,,Km2,,,2006,10,26,2006,10,27,4,1,,102,103,25000
2006-0595-USA,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"North Carolina, Alabama, Arizona, Arkansas, Louisiana, Maryland, Mississippi, Pennsylvania, South Dakota, Texas provinces",,Flood,,,Kph,,,2006,11,15,2006,11,16,12,20,,,20,95000
2006-0598-USA,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Washington, Oregon provinces",Heavy rains,,,57890,Km2,47.86,-122.15,2006,11,5,2006,11,10,2,,1500,,1500,
2006-0601-IND,Hydrological,Flood,Riverine flood,,IND,India,Southern Asia,Asia,"Tamil Nadu, Andhra Pradesh provinces",Monsoonal rain and Cyclonic storm Ogni,,,40090,Km2,14.13,79.93,2006,10,26,2006,11,4,47,,225000,,225000,
2006-0642-USA,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Erie, Niagara, Genesee, Orleans districts (New York province)",,Flood,,,Kph,,,2006,10,12,2006,10,14,3,,,,,300000
2006-0662-USA,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,USA,United States of America,Northern America,Americas,Ventura district (California province),,,,,Km2,,,2006,12,3,2006,12,6,,,,15,15,25000
2006-0704-USA,Geophysical,Earthquake,Ground movement,,USA,United States of America,Northern America,Americas,Hawai province,,"Slide (land, mud, snow, rock)|Tsunami/Tidal wave",,6.7,Moment Magnitude,19.878,-155.935,2006,10,15,2006,10,15,,10,3519,,3529,150000
2006-0706-USA,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Daytona beach (Volusia district, Florida province)",,,,193,Kph,,,2006,12,25,2006,12,25,,,600,,600,90000
2006-0707-USA,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,Colorado provinces,,,,,Kph,,,2006,12,21,2006,12,21,,,,,,
2006-0712-IND,Hydrological,Flood,Riverine flood,,IND,India,Southern Asia,Asia,"Orissa, Andhra Pradesh, Chhattisgarh provinces",Monsoonal rain,,,302800,Km2,18.1,81.53,2006,8,1,2006,9,10,185,,2000000,,2000000,
2006-0718-USA,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,Kansas province,,,,,Kph,,,2006,12,27,2006,12,31,,,,,,360000
2006-0731-IND,Hydrological,Flood,Riverine flood,,IND,India,Southern Asia,Asia,"Madhya Pradesh, Maharashtra, Rajasthan provinces",Heavy rains and hailstorms,,,,Km2,,,2006,3,9,2006,3,10,61,113,,,113,
2006-0734-IND,Hydrological,Flood,Flash flood,,IND,India,Southern Asia,Asia,Madhya Pradesh province,,,,,Km2,,,2006,10,1,2006,10,1,39,,,,,
2006-0740-IND,Meteorological,Storm,Lightning/Thunderstorms,,IND,India,Southern Asia,Asia,"Uttar Pradesh, Gujarat provinces",,Rain,,,Kph,,,2006,5,2,2006,5,2,76,,,,,
2006-0743-USA,Meteorological,Storm,Storm (General),,USA,United States of America,Northern America,Americas,"Illinois, Indiana, Kentucky, Missouri, New York, Ohio, Pennsylvania, Tennessee provinces",,Rain,,,Kph,,,2006,11,30,2006,12,3,11,,,,,
2006-0744-USA,Meteorological,Storm,Storm (General),,USA,United States of America,Northern America,Americas,"Oregon, Washington provinces",,,,,Kph,,,2006,12,14,2006,12,15,10,,,,,
2006-0759-USA,Climatological,Wildfire,Wildfire (General),East Amarillo Complex Fire,USA,United States of America,Northern America,Americas,Texas,,,,,Km2,,,2006,3,,2006,3,,12,,,300,300,150000
2007-0026-USA,Meteorological,Storm,Storm (General),,USA,United States of America,Northern America,Americas,"California, Texas, Georgia, South Carolina, Oklahoma, Missouri, Iowa, Michigan, New York, Maine, Kansas, Illinois provinces",,Cold wave|Rain,,,Kph,,,2007,1,12,2007,1,17,65,220,,,220,500000
2007-0041-USA,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Indiana, Arkansas, Texas, Ohio, Missouri provinces",Heavy rains,,,434.4,Km2,34.88,-90.07,2007,1,15,2007,1,25,24,,,,,
2007-0048-USA,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Volusia, Lake, Sumter, Seminole districts (Florida province)",,,,265,Kph,,,2007,2,2,2007,2,2,20,,6600,,6600,130000
2007-0066-CAN,Meteorological,Storm,Blizzard/Winter storm,,CAN,Canada,Northern America,Americas,"Ontario, Quebec provinces",,Cold wave,,,Kph,,,2007,2,14,2007,2,15,2,,,,,
2007-0066-USA,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"New York, Vermont, New Jersey, Ohio, Pennsylvania provinces",,Cold wave,,64,Kph,,,2007,2,14,2007,2,15,16,,,,,140000
2007-0083-USA,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Alabama, Missouri, Georgia, Minnesota provinces",,,,,Kph,,,2007,3,1,2007,3,2,20,20,,,20,600000
2007-0156-USA,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,Texas province,,Flood,,240,Kph,,,2007,4,24,2007,4,26,10,80,,200,280,
2007-0165-CAN,Hydrological,Flood,Riverine flood,,CAN,Canada,Northern America,Americas,"Terrace city (Kitimat-Stikine district, British-Columbia province), Smithers city, Telkwa village (Bulkley-Nechako district, British-Columbia province), Prince George city, McBride village (Fraser-Fort George district, British Columbia province)",Snowmelt,,,205000,Km2,54.18,-125.03,2007,6,6,2007,6,11,,,500,,500,
2007-0173-USA,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Texas, Kansas, Oklahoma provinces",Heavy rain,,,341.3,Km2,30.24,-98.66,2007,5,24,2007,5,29,8,,100,,100,
2007-0207-IND,Meteorological,Extreme temperature,Heat wave,,IND,India,Southern Asia,Asia,"Uttar Pradesh, Rajasthan, Punjab, Delhi provinces",,,,44.9,°C,,,2007,4,,2007,6,,72,,,,,
2007-0225-IND,Hydrological,Flood,Riverine flood,,IND,India,Southern Asia,Asia,"Lakhimpur, Dhemaji, Cachar, Karimganj, Hailakandi, Darrang, Dibrugarh districts (Assam province)",Monsoonal rain,,,74890,Km2,26.26,94.02,2007,6,18,2007,6,26,15,,200000,,200000,
2007-0238-IND,Hydrological,Flood,Riverine flood,,IND,India,Southern Asia,Asia,"Junagadh district (Daman and Diu province), Amreli, Bhavnagar, Jamnagar, Junagadh, Porbandar, Rajkot, Surendranagar districts (Gujarat province), Rajasthan, Madhya Pradesh",Monsoonal rain,,,61700,Km2,22.02,72.25,2007,7,1,2007,7,13,225,,63000,,63000,
2007-0239-IND,Hydrological,Flood,Riverine flood,,IND,India,Southern Asia,Asia,"Amravati, Mumbai City, Mumbai Suburban, Raigarh, Ratnagiri, Sindhudurg, Thane districts (Maharashtra province)",Monsoonal rain,,,106600,Km2,21.03,77.52,2007,7,1,2007,7,6,62,,10000,,10000,
2007-0240-IND,Hydrological,Flood,Riverine flood,,IND,India,Southern Asia,Asia,"Raipur, Bilaspur, Mahasamund, Durg districts (Chhattisgarh province)",Monsoonal rain,,,74000,Km2,20.05,81.86,2007,6,30,2007,7,13,29,,50000,,50000,
2007-0244-USA,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Wichita Falls area (Wichita district, Texas province), Georgetown areas (Williamson district, Texas province), Burnet, Marble Falls, Granite Shoals areas (Burnet district, Texas province), Granbury area (Hood district, Texas province), Lampasas, Parker, Eastland districts (Texas province), Miami, Commerce areas (Ottawa district, Oklahoma province), Shawnee, Tecumseh, Maud areas (Pottawatomie district, Oklahoma province), Oklahoma city (Oklahoma district, Oklahoma province), Waurika area (Jefferson district, Oklahoma province), Bartlesville, Dewey areas (Washington district, Oklahoma province), Love, Lincoln districts (Oklahoma province), Coffeyville area (Montgomery district, Kansas province), Osawatomie area (Miami district, Kansas province), Allen, Labette, Neosho, Wilson, Woodson districts (Kansas province), Rockville, Papinville areas (Bates district, Missouri province), Vernon district (Missouri province)",Heavy rain,Rain,,507800,Km2,32.84,-97.17,2007,6,26,2007,7,6,8,,5000,,5000,
2007-0250-IND,Hydrological,Flood,Flash flood,,IND,India,Southern Asia,Asia,"Kurnool, Mahbubnagar, Guntur, Prakasam, East Godavari, West Godavari, Anantapur, Cuddapah districts (Andhra Pradesh province), Thrissur district (Kerala province), Belgaum, Bijapur, Bagalkot, Kodagu, Hassan, Mysore districts (Karnataka province), Mumbai City, Pune districts (Maharashtra province)",Monsoonal rain and tropical cyclone,"Slide (land, mud, snow, rock)",,449300,Km2,14.94,78.16,2007,6,22,2007,7,4,127,,200000,,200000,
2007-0251-USA,Hydrological,Flood,Flash flood,,USA,United States of America,Northern America,Americas,New York province,Brief torrential rain,Rain,,6500,Km2,42.23,-74.95,2007,6,19,2007,6,20,4,,120,,120,
2007-0254-USA,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"North Texas, Oklahoma provinces",Heavy rain,,,34750,Km2,33.45,-97.3,2007,6,17,2007,6,22,10,,750,,750,28000
2007-0311-IND,Hydrological,Flood,Riverine flood,,IND,India,Southern Asia,Asia,"Udaipur, Amarpur cities (South Tripura district, Tripura province), Sonamura citiy (West Tripura district, Tripura province)",Monsoonal rain,,,,Km2,23.92,91.23,2007,7,21,2007,8,3,,,,,,
2007-0320-IND,Hydrological,Flood,Riverine flood,,IND,India,Southern Asia,Asia,"Bihar, Uttar Pradesh, Assam, Orissa, West Bengal provinces",Monsoonal rain,,,483900,Km2,22.63,88.49,2007,7,3,2007,9,22,1103,,18700000,,18700000,
